LipidGroup,BH1,BH2,BH3,BH4,BN2,BN3,BN5,BN6,CH1,CH2,CH3,CH5,CN1,CN2,CN3,CN5
DG(20:3e)+H,76463524.93,35443264.46,31736687.3,27541686.46,37773572.6,52053121.14,51668001.31,46823704.46,43558790.36,42921659.15,50629143.47,60638928.73,32979837.9,39564188.6,39873829.39,53240262.51
DG(30:0)+NH4,19764827.19,14629724.82,12574525.02,11616482.56,14718588.53,16576490.6,13644518.77,17923067.03,14742160.84,15298603.92,16267470.82,16408665.48,16252872.88,16034330.85,16888912.26,15954877.69
DG(32:0)+NH4,1303626777,951421825.7,723859251.2,779684214,1236569280,1051161078,1283282571,1071586446,1035607994,1062998655,1167706743,1051713118,1204049330,1237541255,1060176311,1075779906
DG(32:0)+H,24552897.59,17821030.59,14488025.84,14848091.66,22982970.62,23002031.08,22757112.93,23737918.34,21581826.23,24211709.89,22158064.93,20625186.05,30590032.41,29439684.83,23154181.48,20967013.75
DG(32:2e)+H,228416068.4,168122008.9,129964157.6,142354882.7,223030467.1,180288444.5,232534048.4,193145405.3,182102106.8,185770452.4,209796113.2,186481529.8,207050729.3,225740018.9,186835789.2,165093527.1
DG(32:5e)+(CH3CH2)3NH,16491614.51,17602631.32,8282817.662,4336731.775,11911112.64,11774641.26,10542268.16,14250128.52,9379814.302,23159608.35,14665663.5,12137298.36,13370246.82,11696115.38,14102773.59,12304586.79
DG(33:0)+NH4,11155448.43,5928390.194,5196628.02,11004871.05,10197807.25,7858466.029,13428218.79,10580860.83,9496039.865,10550348.41,9046794.375,12486656.08,8662020.516,10067980.35,11903343.65,9442062.424
DG(34:0)+H,40638440.83,34694473.68,32567413.44,21656889.22,40836544.21,32959952.58,38921353.63,42248809.83,44373835.17,35470784.57,40272822.99,37734170.12,38491683.96,38339217,40195490.41,37322458.86
DG(34:0)+NH4,2773775835,2261487562,1398135729,1417520131,2590792214,2392419624,1875895568,2513332546,1883888066,2307507753,2541776672,2502684164,2479258656,1719094023,2488262666,2820414986
DG(34:1)+NH4,4301978.324,13936588.97,6305444.695,10600441.33,9472003.62,6289619.78,4296619.031,1694876.65,5932687.35,3606615.686,5471473.723,5276003.232,12275426.47,16335052.66,16741487.16,6608976.122
DG(34:2)+NH4,3657990.373,8277044.835,4670957.256,6395808.883,7925173.058,5005448.633,5028069.188,4674151.588,4993257.725,1252362.676,4933490.967,1134289.781,5937107.44,9574383.155,12364267.74,6001469.706
DG(34:2e)+H,311021700.7,263235235.3,217906912.7,237878921.1,302652399.2,249377816.9,315358163,299491147.6,300468182.5,253227134.2,282041493,276555686.1,292653302.9,273133709.5,267636857.7,316961036.8
DG(34:5e)+(CH3CH2)3NH,11362990.47,10547561.09,12551188.25,13673975.08,15832974.5,25217599.01,28860858.02,22156435.04,13433495.89,28537397.39,13035656.67,16851822.63,12822903.93,20219453.75,18342595.67,3736541.59
DG(35:0)+NH4,13008070.67,4488542.433,4482747.412,6150597.261,10553861.05,4878741.877,6682364.142,5370833.767,6897309.948,5370614.414,5218662.1,6484040.208,5500784.733,3766310.407,6936408.329,4316603.528
DG(36:0)+NH4,871684080.7,686683200.1,624026405.5,641781464.9,817462270,776765707.7,839181078.9,819926931,745322975.6,720009222.3,826983911.5,808687221.4,780283067.5,793865760,806422408.6,873811501.9
DG(36:2e)+H,82854876.83,61839904.34,62429759.97,59566783.04,77789835.2,70327604.15,75020054.93,78222430.43,62818016.6,69685899.5,74817150.05,78840618.53,72331746.65,69590907.78,70647335.26,82625349.1
DG(38:0)+NH4,20937856.68,19152533.01,11660486.8,10313111.98,24105876.57,15024540.44,26381404.66,19564959.68,24106650.98,17045520.44,15755514.52,17497240.2,28537241,26055192,19956498.5,23126377.22
Hex1Cer(d34:1)+HCOO,1756449.686,2956933.52,3674328.594,4027964.107,4632896.446,4372241.755,3513788.956,3981124.552,6502158.927,5729845.129,5261959.006,5285157.943,6423823.953,5346378.297,5279018.309,5818126.187
Hex1Cer(d34:1)+H,6894321.895,8493431.402,5204911.302,9764334.542,7802758.817,9858250.647,7570221.229,15189589.78,17961555.7,12232002.09,15067781.88,9725315.161,9444741.699,11756335.77,11581978.69,11368209.86
Hex1Cer(d42:1)+HCOO,1623703.401,1817107.147,1441232.188,1028829.518,2645836.9,3290409.856,2540316.68,3042243.476,3910886.673,3401617.793,2565227.099,2216084.051,4139818.826,3022614.322,2160755.72,3562525.273
Hex1Cer(d42:1)+H,496027.2975,3577701.349,2194969.585,5660928.078,4279724.807,2902213.263,2845492.917,5902635.415,2626602.226,6354514.965,6786276.855,7641754.939,8114390.771,3483974.172,9133459.884,8007219.15
Hex1Cer(d42:2)+HCOO,2398325.232,3820557.983,2798531.647,3794253.795,5603344.468,4321935.193,4144112.745,3991711.217,6406236.12,6733967.447,5767451.158,6238999.046,6031236.998,6018498.225,6630080.895,6118734.442
Hex1Cer(d42:2)+H,8128318.159,6040225.338,4349416.564,7928245.249,9385510.018,8004753.094,7993504.646,11857617.82,14298943.73,12170630.35,15000912.9,10942872.42,15910055.43,12224135.99,13539002.41,16904670.54
Hex1Cer(t37:5)+HCOO,15505942.24,14694048.42,15497326.75,19320457.6,16294778.92,16401522.76,16998448.72,16556422.09,11678523.85,9895111.844,11959758.26,10875883.6,14104016.47,11432473.86,12369990.32,13330230.85
LPC(14:0)+HCOO,10091950.83,10074243.08,13212827.69,13853210.74,14225301.88,14848855.26,15356195.66,12584237.08,12278829.36,12646350.6,10118437.27,10946791.83,10702257.69,11190946.86,12070558.99,12610384.19
LPC(14:0)+H,71999322,86871138.94,94440370.3,97371973.6,101812286.4,129579699.8,114797634.7,97344002.95,101154308.2,106052256.5,95845623.77,100150509.7,83639567.41,96668638.66,105964292.9,107771477.7
LPC(16:0)+HCOO,307618327.1,399733474.2,404231191.5,407921136.4,382095462.7,377846381.7,395277069,364065529.4,271396763.9,223993111,230199866.7,243580281.2,239896256.6,217823422.6,306921345.3,305419632
LPC(16:0)+H,2357583781,3060137739,2563614536,2837577353,2911717173,2637542492,2556935221,2195002908,1701733559,1500496880,1644234833,1783703037,1620205914,541314097,2153764802,2172127133
LPC(16:0)+HCOO,1576900.851,2621358.982,584471.7138,783999.4305,1820900.58,956222.466,2552691.653,1635968.344,1089971.022,786881.7111,1705220.905,2361423.222,1482043.178,1955362.704,354091.947,1452617.418
LPC(16:0)+H,1311131.267,4088655.162,3904179.019,2637963.401,5818014.555,6168985.103,11454450.48,3204705.3,8764517.631,8675419.043,2223719.549,4601812.483,16330031.97,5305216.919,7308188.991,7294361.192
LPC(16:1)+HCOO,5193065.391,6213311.519,7006586.012,8546732.51,6559445.596,8151716.513,7750074.578,6662099.645,5040862.594,3559518.305,4013431.665,4426802.326,3581208.06,3993041.753,4244772.525,4667806.264
LPC(16:1)+H,46887165.83,51671263.46,42542404.19,55720351.07,57010179.77,69094732.41,59999218.87,55035178.36,34657546.25,39067441.31,35856320.82,36835996.2,27371423.06,33325172.4,36148439.76,43108277.68
LPC(17:0)+H,21297760.19,30410575.42,31282811.28,30115847.37,26808029.91,24434467.95,24205556.32,23904969.11,14651456.92,15124307.8,11976111.73,12057758.33,14596349.93,11520713.3,11447655.75,16328656.97
LPC(18:0)+HCOO,18252072.72,20681453.31,48159598.88,51923925.05,18309992.41,18821210.47,24536501.88,21385097.58,14299607.45,15142206.09,12175867.61,17364850.32,15236661.77,12949496.84,13667202,16295230.65
LPC(18:0)+H,141275822,140406208,340298069.6,350349676.3,117261854.8,140736791.8,73418330.45,129246874.3,106849994.3,78086706.28,88439576.75,92951244.74,65211870.26,65769602.97,121910407.6,107244413.6
LPC(18:0)+HCOO,196788682.5,231345626.9,225279719,247396847.9,229428299.2,233972779.7,233550134.5,216016476.8,166507157.7,132920786.4,121240625,152041788.8,137449708.8,125034545.7,160174799.3,163597127.8
LPC(18:0)+H,1428085415,1740543767,1735229232,1890211047,1558093767,1679614363,1608461592,1700562587,1108817053,956769252.8,1018355631,1099294981,886280181.1,781499256.1,1097218569,1165344226
LPC(18:1)+HCOO,60195072.36,75786131.81,85620794.22,92210494.96,76219730.61,85212132.74,88297435.41,78458373.94,58301291.73,45139338.15,54002133.38,59118104.98,45830211.04,45981986.51,59537957.59,66318174.52
LPC(18:1)+H,374518464.8,442350816.2,220607695.4,228542504.8,283819698.5,535643642.4,322131282.1,521060681.5,178341955.3,342685150.1,338692984.2,426845638.6,252818008.5,95771652.41,332463968.5,154228752
LPC(18:1)+H,2986636.101,3936426.293,3835004.806,7161903.806,945899.784,7230086.869,2237610.325,2145486.9,8434687.411,5889757.489,4727921.336,4062608.745,6131136.649,8915584.608,4552865.463,5913694.82
LPC(18:2)+HCOO,31846192.06,107490091.5,75597396.54,152093723.6,96695295.77,107707340.1,75557188.79,117265062.2,22964721.53,66204591.97,46952937.35,50783466.81,41737636.17,4297362.134,11264012.56,61123702.67
LPC(18:2)+H,655041504.5,822187036.3,35765164.02,32715742.5,617991584.7,588432589.4,405103796.6,63085534.74,20897482.26,24905602.44,3118329.63,325097379,165095364.4,221357609.2,405349035.6,390902599.4
LPC(18:2)+HCOO,65598.078,673868.6142,788316.159,549727.8954,606111.453,1506428.962,1076788.015,1096196.986,921534.8598,721911.7593,741111.5601,702734.037,574440.7815,1148365.113,2387972.704,1180542.607
LPC(18:2+O)+HCOO,1949817.846,2507446.843,1708148.771,2409825.743,2660922.787,2701558.18,3233723.56,4000885.032,1816033.171,1654844.212,2134550.349,2252072.686,2572663.768,1879786.344,3543709.928,2490892.946
LPC(18:3)+HCOO,1633354.472,863605.42,3157248.18,1891765.634,3703335.709,3320966.754,4026037.617,3425927.551,2027660.788,1296552.018,1770398.158,2063004.997,318565.912,818222.565,1679337.992,948770.046
LPC(18:3)+H,14145296.49,15948563.4,20729419.82,22526796.21,23491802.72,34450699.97,30073217.74,26155325.02,16087208.58,12411509.59,16344196.08,12341510.76,7643785.753,10828943.52,9539016.513,14052844.68
LPC(18:3)+H,16939698.57,21213795.43,19603169.32,26671901.76,18563646.05,21597551.8,21090480.79,19228000.23,14940748.98,9571898.471,11346404.79,7418512.164,8406306.452,12809012.17,9760635.835,12046695.87
LPC(19:0)+HCOO,2025108.652,3022163.232,2038898.298,2178687.627,1277857.41,2533505.495,1655951.326,1996694.203,1132076.194,822098.521,1141915.62,512348.039,348113.495,0,867312.049,678169.149
LPC(19:0)+H,16535373.6,25535644.1,18283442.7,18982681.03,19500441.14,18322868.62,16627569.59,16683263.54,7762159.199,5272083.471,6030331.182,8821997.099,6334457.615,3540913.07,6581266.272,10391484.06
LPC(20:1)+HCOO,1700333.219,1626281.708,2053992.351,4552888.89,373251.1545,1194055.694,632350.564,1243579.295,0,367854.12,0,563525.539,0,0,1279098.22,659830.9158
LPC(20:1)+H,21683062.33,25033936.9,23824822.02,27212703.52,18864395.86,20228402.88,22686951.69,22114062.98,12573328.68,11147655.21,9089049.937,10504117.5,11687848.99,13398632.97,16929509.5,19648752.79
LPC(20:2)+HCOO,472145.3583,7192144.019,11536924.7,9882800.321,8460923.706,9919289.982,13140760.36,9210343.255,4766927.007,3810694.717,5894711.408,4892103.898,5545479.696,5431929.609,3766057.02,8916733.212
LPC(20:2)+H,52829157.76,67480709.23,82622744.47,92530948.42,72668529.29,71239395.37,93002802.95,87743646.17,45424648.51,37742748.99,43293749.8,46044740.78,46944159.46,42357961.08,48164380.01,62635959.69
LPC(20:3)+HCOO,13282719.89,25566985.99,6215794.413,6385156.305,14092698.26,11828510.1,5917034.773,6236538.678,5427647.718,5950483.363,4690981.567,3944886.676,4125017.644,3426384.373,7809008.327,5656304.637
LPC(20:3)+H,106750011.4,155805032.8,53809638.13,41066879.82,91511425.38,97133737.89,56073777.37,42570252.81,35639447.63,34627496.76,32707628.19,23991085.22,32618118.83,26368628.8,44288906.02,35677742.2
LPC(20:4)+HCOO,124571939.6,158178576.9,165785780.1,194478566,137667118.1,153556175.4,179156664,149257385,100140199.4,86760780.18,94440213.13,97848677.02,64409430.14,60369103.77,75173808.71,82885604.69
LPC(20:4)+H,947186089.4,1210454900,1034301693,1167307545,1132460836,1224345103,1264141081,1141200831,813116567.6,725473891.9,780486486.6,680561005.1,477817868.7,411518683.3,609828693.4,629910958.6
LPC(20:5)+HCOO,2657963.294,2811821.747,2852327.331,3663778.391,3051253.077,4282337.633,3531155.009,3769887.509,4858878.493,4064909.157,4918118.089,4050639.612,2157194.389,3008148.189,3084651.885,4599609.954
LPC(20:5)+H,19425963.74,30888390.14,21667372.89,32355375.86,26782485.66,32068507.54,34963294.03,27878051.11,32009037.03,31439995.57,39864357.08,41357111.47,26603559.91,29135449.25,26213516.3,28989370.06
LPC(22:0)+H,9065720.925,11459699.77,8321365.644,7329878.321,13242182.48,11998500.26,13657534.56,12393729.74,5791496.167,8985431.378,8177812.381,6737569.97,9589137.657,6916772.061,7269041.437,8434387.356
LPC(22:5)+HCOO,1657132.991,5804172.884,3996813.892,3751544.412,3780179.188,5103544.259,5771095.698,3858931.538,1346172.036,465247.543,635022.721,2084145.285,444179.785,0.411,1336994.596,1439717.17
LPC(22:5)+H,16815547.38,46388484.37,33344877.23,35719198.2,45768214.35,41921546.45,44545532.31,34300017.68,11671412.54,12981558.57,10659989.03,16499443.17,12311649.6,10475029.07,13607514.29,14643406.96
LPC(22:6)+HCOO,51740082.26,69389696.64,71800957.39,84736683.2,78637484.54,77873837.15,91975674.81,70645337.97,63724477.25,54271593.1,54018726.56,51575209.07,52321550.88,34038764.07,60288635.82,63552829.01
LPC(22:6)+H,384270763.2,521727950.7,454526193.8,539585227.7,579318740.9,590518143.3,625849875.2,543349691.5,473229001.9,453017124.6,363986236.4,425133795.1,401680018.2,289377872.5,381203312.6,508312024.2
LPC(24:0)+H,13457436.27,21220491.29,17356387.9,23340171.51,18391667.33,19130958.92,23430000.9,23425010.68,12695807.33,14837832.94,9790756.132,12178776,16347985.29,11910363.18,13416517.33,14616839.27
LPE(16:0)-H,17795360.99,20644986.35,15843315.32,18653821.22,16324565.4,19912646.18,17484886.42,15509346.18,13864928.07,11659925.52,8184762.454,10037039.29,10921590.57,8452438.998,11787108.82,12971692.82
LPE(18:0)-H,18603643.26,24452375.16,23874245.9,25804706.66,23371348.24,24006316.76,23668796.82,22078705.76,13508772.95,12297248.34,11551073.42,12902411.44,10234559.68,10291147.46,11435322.79,11747348.82
LPE(18:0)+H,30855485.73,43337577.12,41244117.25,47592276.2,38400263.44,39593919.4,32705372.52,29545591.78,22071937.36,18442930.37,16143723.19,15825357.7,13560513.16,16783141.91,18432533.68,21498484.49
LPE(18:2)-H,8352725.945,10812560.34,9884794.129,15034589.86,19676283.55,22230664.44,20534301.78,16358161.45,14631651.36,8264615.04,11389882.74,6690835.242,22228888.59,18643035.35,23632584.24,19987494.74
LPE(20:4)-H,19564848.28,24482999.66,22822334.47,28426612.9,32360267.35,31036497.45,33191089.01,31463249.07,29148539.89,23320093.33,26840186.42,25298656.98,24079612.77,20476137.96,23894107.94,23730713.66
LPE(22:6)-H,15891937.27,21842597.6,23904862.1,23540743.95,32056326.95,31883294.33,35433055.01,32147144.12,24810871.3,21195177.2,21559833.46,19199176.18,21827473.27,17707493.24,21951711.47,27789595.78
LPE(22:6)+H,18151491.12,26831358.03,32107200.44,78341261.11,70253957.35,54231759.58,54450770.73,47517481.92,50074824.49,24265751.77,88269292.34,32366319.91,33413470.06,49206520.11,91085599.01,56856546.39
LPG(6:0)+H,4659287.619,1690115.468,6880489.242,23720870.52,188327904.5,5550583.912,915680.79,176276179,9366797.242,32288829.75,2343928.954,8776151.535,2210052.833,13023588.61,8518774.276,40809586.76
LPG(6:0)+H,2586721.806,5229998.676,1953409.622,5745361.622,10624767.76,8841184.83,1516565.295,7983761.58,3302456.019,2909238.9,2214421.28,4701439.299,10200341.56,628188.045,6435925.971,1614956.454
LPG(6:0)+H,6533849.217,3702790.471,19711571.06,4728937.074,4073624.115,20309596.74,20334324.07,4677899.815,1547878.41,19523980.76,10300988.19,5684629.594,2656208.321,32849659.95,7170177.544,12226420.22
LPG(6:0)+H,2840442.244,5655275.295,2274585.969,14773578.88,4006808.835,816447.8034,8060213.677,5913586.493,10613808.7,3460567.051,7833924.265,1415319.675,6535459.075,4679277.243,3776524.913,5263918.657
LPG(6:0)+H,4734810.513,10690567.28,2367844.898,4294518.421,5151161.497,10911252.65,5019588.495,12095049.13,6802664.858,18003105.99,9802206.157,8690741.878,4188082.088,4610400.097,10691523.1,1461343.95
LPG(6:0)+H,2632777.462,7006638.945,1928162.04,10089628.99,8284110.24,10685003.37,3731716.125,2139901.62,11069093.53,6916420.445,3063439.785,5608452.203,13649042.14,11790317.28,833423.3175,38643193.25
LPG(6:0)+H,62035901.62,8863007.322,2980807.5,4564286.61,19155542.42,59649033.16,4788561.765,4354380.937,323781187.6,6631102.595,5724092.025,9365259.127,8930260.492,20203265.14,39112512.91,3940169.588
LPG(6:0)+H,343214824.4,264322363.8,3412181.64,6762174.705,6867441.6,13581261.24,9165889.875,12008594.95,7940529.967,3379268.737,379559602.3,5448622.665,2191984.11,402916988.8,11804548.73,4068191.842
LPG(6:0)+H,6470746.373,87463392.66,3509655.187,5344485.368,56126960.43,60041594.94,147525529.8,64765609.43,79320617.66,7918277.235,174114503.4,61512697.57,8793030.495,35328792.54,81721517.26,47101027.99
LPG(6:0)+H,4151360.332,3015242.865,9523801.583,7820361.232,2115605.616,7592282.442,3948697.685,1160513.294,2604173.434,8553800.31,4131489.15,7670966.593,14870629.22,6070754.843,6399130.67,2477356.83
LPG(6:0)+H,4531906.154,1032619.875,1678114.016,93234.2229,1885533.056,2265531.472,1331950.776,5118862.991,2204031.954,1305238.867,390256.9857,5664552.586,1729476.707,3993615.519,5929050.896,4227159.343
LPG(6:0)+H,14740309.04,6994580.077,4500451.733,4642163.37,6734223.78,18194674.37,10595734.63,13383521.44,6409378.313,11270464.02,21519707.8,15012352.64,2312274.847,7972718.093,14990290.96,5490203.835
LdMePE(16:0)-H,4942605.546,5742105.669,6223956.44,8602154.648,6917207.926,5912786.279,5646086.092,6800081.384,4343674.95,3596478.856,2637680.238,4711197.698,2936216.919,3880903.136,4152452.465,4317055.074
LdMePE(18:2)-H,2260730.622,2774834.827,3263545.44,5181110.37,3052452.384,6274295.437,5535118.916,5273839.2,3705216.281,376418.2488,4238140.975,3203142.96,2986194.229,2053144.65,3352263.565,4747825.521
LdMePE(20:4)-H,309775.004,439760.158,1135772.441,1663637.132,1147203.528,746842.931,1431511.672,2335412.897,0,391281.71,0,825556.213,277108.197,0,522801.384,365033.536
MG(16:0)+H,55558313.4,41542473.64,42519318.21,38884770.15,47893848.03,48442069.1,61102714.07,48465819.88,57048574.44,45362017.91,53799280.5,58990430.08,52378151.66,66714285.49,60443925.29,61750844.63
MG(16:0)+NH4,95407052.57,89783065.62,74634532.74,73810798.21,89365033.78,98325965.51,99750942.48,84113283.75,115621108.5,85494229.87,116494173.3,111993576.6,94813286.98,114704240.2,105067329.3,115731787.6
MG(18:0)+H,34993222.17,18766019.53,17465899.73,20967036.13,21248848.69,27803583.9,33257174.06,27877527.6,33168083.35,24228221.8,27494336.79,38213990,24001163.53,23676235.51,30114561.4,33652724.27
MG(18:0)+NH4,102539078.1,61543992.28,52406274.47,46841146.92,72105539.07,73679511.33,72510449.7,72557382.78,86765792.51,68342660.66,83538602.33,105952740.7,79658887.91,73065714.82,76117998.02,93501859.03
MG(18:3)+H,39641711.52,18819217.67,13721803.68,17116112.73,26720316.18,28201392.74,40265747.06,29206643.37,32797759.15,21707102.36,28998007.68,31485997.15,24287847.13,33581355.92,28574175.98,41964243.79
MG(20:3)+H,77689862.78,35146754.77,32189118.79,27540261.88,37770104.03,52068976.54,51667668.53,47385318.63,41551882.38,42730494.42,50625895.39,59382754.6,33452715.22,39631773.86,39876284.9,53822199.48
MG(21:1)+NH4,1610050.427,4939491.196,2454970.495,700987.966,19185446.19,33152933.15,21551976.53,81996211.99,28853874.51,21732961.01,12153697.45,24366353.56,28132765.94,57408863.02,46166169.85,36059091.76
MG(29:1)+NH4,2006863.16,7493491.645,1749776.247,2016512.713,5057785.354,5885475.053,1440518.725,3120269.092,4255156.665,6494148.167,4985206.777,2633276.05,3205459.294,1969787.924,3261483.994,3492512.161
MePC(36:10)+(CH3)2NH2,12150775.23,16078571.86,11569830.87,13614568.07,11542906.74,8418774.666,10832130.51,14231956.31,10270124.08,8061190.284,6201214.423,6896855.45,8980667.51,4024259.781,9828555.32,9313446.728
MePC(39:2)+(CH3)2NH2,0,470341.3332,3157248.783,4024266.144,3179937.24,3421979.339,3180757.262,4187478.205,0,0,63434.603,4309449.998,2930654.695,805521.8682,0,0
OAHFA(43:0)-H,9960681.191,8769094.814,7792932.714,10163916.17,10981678.11,9228910.533,11789908.38,5687643.03,10205373.05,9517854.635,6890331.309,9194733.752,13281443.36,12322619.13,10281062.87,8156328.029
PC(18:2CHO)+H,55760368.05,27684693.7,20009641.48,34123736.81,51182875.33,37936268.01,58231713.72,55363151.21,38303975.72,24066763.53,45204457.95,33173291.32,92662522.84,50178551.16,25100999.03,46824995.03
PC(25:3e)+(CH3CH2)3NH,25439365.56,38553637.19,18289840.46,19622808.81,31770220.83,28318989.7,16472856.69,16795815.01,9916122.565,2269083.179,1713215.111,1471256.832,18636375.5,34315621.48,28995912.75,17421134.15
PC(26:0)+H,8907317.658,8580293.931,6404153.53,6980571.926,14804718.93,11995821.53,12038422.26,11160292.56,3014139.437,3657489.102,3391547.262,2125802.492,2440769.226,6052759.212,4471083.406,1234065.026
PC(27:3e)+(CH3CH2)3NH,39053814.41,64446686.08,29837060.43,32619334.2,49207702.75,51129763.8,28181698.39,29029404.73,12709404.56,15025727.13,11697640.23,5865035.285,44012700.01,57723318.34,46258603.13,38141668.03
PC(27:4e)+(CH3CH2)3NH,31737928.73,55675766.82,31554846.03,25731891.65,50823195.71,55093536.86,22303158.56,23565305.05,9883378.547,4780862.666,8389189.154,6911854.979,27689273.05,61557248.55,62449496.91,22861886.23
PC(27:5e)+(CH3CH2)3NH,4598285.342,10200555.77,1780550.25,2883647.252,9391416.886,7658409.151,4667086.551,1676606.257,0,0,0,0,1665732.787,4121043.535,4253886.765,1735704.792
PC(28:0)+HCOO,1161060.399,2393189.322,842864.155,1555299.695,1068518.496,2653756.377,2476865.579,2716385.099,1373068.979,1964960.808,2493343.176,1236263.392,2331046.85,2461673.742,1915124.028,2605590.774
PC(28:0)+H,17516482.1,21480422.51,24284672.45,30203506.47,37031400.02,50792489.53,36923367.04,40054927.81,32043985.26,31553527.61,32718832.39,30978788.89,32999120.2,42079237.14,31995992.53,36574589.23
PC(29:3e)+(CH3CH2)3NH,51462566.1,68002226.03,42640975.61,42369420.65,59444665.54,51985759.91,42384374.05,38320006.04,31968429.32,23269230.55,27981543.62,18398029.05,53126074.36,74352311.65,60338777.1,44680013.54
PC(29:4e)+(CH3CH2)3NH,43884145.09,81272824.39,36588344.06,40719104.61,69141210.45,59024270.52,44177999.73,35460442.86,15100264.28,14654017.72,19488765.5,8492118.603,52958985.63,74005443.09,70901049.69,42403618.33
PC(29:5e)+(CH3CH2)3NH,3386716.316,16532203.8,7751145.852,7308931.695,15166298.87,15890216.77,2790875.411,5402036.236,1879780.437,1321867.189,1209842.802,0,6218830.547,17784926.21,15450816.64,5732043.404
PC(30:0)+HCOO,18237441.12,21196553.63,19759040.72,18733609.39,28305462.67,30020243.09,22675845.48,26408794.82,19617833.26,20112448.06,17283174.62,15707465.37,17654322.4,19154366.52,18704893.6,20890669.07
PC(30:0)+H,305665685.6,292469982.4,287292371.9,264419530.6,414305894.4,482553487.4,427589301,400175603.6,327146052,342077041.1,318528204.2,285588396.5,332821992.6,381255493.1,391578017.8,352998492.1
PC(30:0e)+H,10864354.39,12756247.66,11983410.48,11404718.47,16718828.65,10422511.66,11643712.17,14277468.87,10247941.4,10109407.36,8967806.827,7068924.156,10033297.72,9285627.05,8829795.666,8521914.923
PC(30:1)+H,10728942.97,12875507.38,13596622.43,14263540.31,19943287.16,31111294.46,19470619.18,14979371.59,11248777.41,8162823.112,9804483.141,9979063.245,14948626.83,10947397.54,8191855.103,12141417.53
PC(30:2)+H,4178139.489,5593380.787,4822208.879,3566474.278,10041123.01,8115899.467,9422558.117,6103030.444,3288796.095,3268415.441,1137699.995,1121923.266,1005461.195,1436008.067,2015961.524,3239259.9
PC(31:0)+H,9833818.528,12933137.74,12124672.71,7593156.755,13335711.64,17714686.12,14478287.28,14073141.76,8140123.224,6775767.217,9116681.282,8322392.974,8940935.475,12166985.91,11274626.27,13555863.6
PC(31:3e)+(CH3CH2)3NH,60470564.34,65464448.72,57516279.94,53794310.97,70866955.74,72086143.07,57338601.91,52679406.11,46482578.68,38151607.57,40220365.52,32639587.21,59610811.61,74686543.2,69358826.59,48878243.86
PC(31:4e)+(CH3CH2)3NH,52858676.68,80437727.88,43810150.2,49861198.9,66202526.6,61893657.6,36244478.15,43057600.65,35008284.67,31485262.24,22343879.52,25463596.89,57856014.3,86984300.68,84244195.43,56782404.33
PC(32:0)+HCOO,69580032.16,77783293.81,78360850.25,77660001.23,102952301.1,109696191.1,96990014.16,97692254.84,59492091.66,60254667.16,58561639.65,52506333.48,60257751.26,61121929.67,70355969.94,70929977.9
PC(32:0)+H,878317276.4,868470461.8,880832326.2,912300762.9,1199129345,1228474226,1057559084,1021741954,754901339,673520428.5,685239424.6,619849916.7,738342911.9,800853383.8,827452932.9,898706259.4
PC(32:0e)+H,21725746.13,25505958.18,21949617.35,27604727.29,24196969.52,26494544.77,25448200.76,23342839.26,18534856.56,22021077.99,18532309.92,15537496.16,15983710.76,21190313.31,19274256.52,23607003.45
PC(32:1)+HCOO,22720359.47,22359050.7,23894964.77,21837862.87,28392939,31841994.53,27792611.58,28678777.9,15654136.62,13738198.12,11140612.02,12742369.32,13225726.2,12024192.35,14432904.05,15877996.19
PC(32:1)+H,396751504.4,358150136.5,343710740.5,351397387.1,469635430.9,531338985.7,459451270.5,463624050.2,274660779.6,238601303.6,262964646,225532363.9,265523117.8,291549537.4,313829917.7,304170447.8
PC(32:2)+HCOO,15450693.77,14772516.45,15835741.03,17243945.28,25747238.28,31234141.06,24557217.27,25141665.44,7279317.556,5569912.456,6197938.544,4674506.618,8040261.733,7632723.713,9228430.244,10341098.59
PC(32:2)+H,222573409.6,236455008.9,270912446.3,210604494.3,320428623.8,410262643.3,366536937.8,365683295.2,104178040.2,106631639.6,109019417.7,99124859.5,130852768.6,146331057.5,140409083.3,160988004.1
PC(33:1)+HCOO,1400709.405,2783412.303,2073981.462,1806244.633,2604791.529,2081053.624,2752422.857,2634702.887,841940.417,814501.946,432300.47,929202.419,1470743.204,977964.387,751117.356,1211266.143
PC(33:1)+H,39653423,47945947.02,45719369.46,41173209.06,45629589.43,43717306.15,45913257.21,36033878.04,32343987.88,31849767.27,24914587.93,25334366.92,25833394.31,25440533.08,25564124.49,26733258.63
PC(33:2)+H,33548234.42,46775756.74,39938371.05,37613808.04,38972723.57,37744684.27,32767190.48,35513353.02,18651410.14,18406558.19,13269494.69,18214153.92,21113713.85,19181520.06,23647221.36,25791702.14
PC(33:2)+H,7432842.852,21884826.13,13311032.65,11851002.32,13478878.36,9106514.308,7767655.125,9301156.899,7360224.814,7230836.839,6249978.951,6259957.242,13127601.48,21057454.07,16406868.38,13482151.38
PC(33:4)+H,16166374.06,17978040.4,16205939.85,10606375.27,1434384.76,8182742.926,8748804.041,13733999.87,4645509.372,5610992.653,8767626.66,7335555.781,9149176.986,10682981.23,3890856.509,6725827.491
PC(34:0)+HCOO,31012752.9,33267414.79,34152235.58,33846142.39,43221830.17,47061660.64,36181050.63,39060362.39,18484856.18,15187357.02,16172097.52,16927411.29,21537444.97,17976365.87,26850448.33,25148806.39
