LipidGroup,BH1,BH2,BH3,BH4,BN2,BN3,BN5,BN6,CH1,CH2,CH3,CH5,CN1,CN2,CN3,CN5
PC(40:6)+HCOO,7203603.295,10350760.76,8053544.572,9076577.107,6959615.653,6708624.673,6787277.42,8808633.652,3982320.844,3703024.946,3211367.763,3395942.04,3137365.196,3969816.138,4214580.616,5075321.729
PC(40:6)+H,174452677.4,233803850.5,201265319.6,194335359,212589589.2,216234733.2,195186982.2,182826707,84731782.27,82327788.97,90372913.37,78762406.15,82921411.71,122109806.9,104548267.8,112035703.3
PC(40:6)+HCOO,111568812.7,147429348.9,152881313.4,150135142.5,152789762.4,182178048.3,165272992.5,164021337.1,99378834.94,113404103,101218499.7,91855478.02,93616183.73,66194199.19,110562191.3,116374414.2
PC(40:6)+H,1621105372,2183911606,2156093536,2066252549,2270020036,2438023488,2177866810,2185233800,1672294452,1523592211,1429359012,1435955721,1330813053,925915139,1452672586,1508443641
PC(40:6)+H,20175721.28,17573634.07,18285896.06,13239491.56,10142686.26,16326584.94,17486434.65,17609256.62,4224616.72,5365613.059,10186482.34,5772279.567,832642.6959,6127854.739,7992325.957,4851682.057
PC(40:6e)+H,19453895.82,28224079.28,21277154.04,29112601.26,18247781.38,26021725.31,18798139.21,22493353.15,6212362.083,5463834.596,10493812.1,9595623.694,9438739.714,8356612.608,12412706.52,10665674.23
PC(40:7)+HCOO,10838952.88,16135727.15,12995780.46,12990450.24,14927172.03,12113632.5,11567112.02,11763742.89,8369340.076,6772495.363,6459476.01,5149492.517,7828338.93,5219988.64,8883409.053,7923276.503
PC(40:7)+H,191425642.4,286315461.4,218241797,195185093.4,230002173.7,192325037.5,224771039.9,246850679.4,133702024.6,125709143.9,111095814.8,122600579.2,128220491.5,116393772.6,182821156.2,150857640.6
PC(40:7)+H,27224344.93,33557935.76,31036603.45,26450856.87,25429008,31317030.42,28300637.04,23936722.56,22282741.11,19275908.32,22891453.59,18377563.42,11446256.76,13779117.3,13594807.96,11179006.71
PC(40:7e)+HCOO,900808.394,2011033.297,2587429.835,2916947.615,1238638.022,2536634.039,2096153.682,1793054.666,947870.638,1323234.112,641740.338,724805.733,1158381.477,445346.767,988724.779,637972.076
PC(40:7e)+H,38172186.65,50623588.37,47403319.4,57409238.35,36172276.2,52108619.07,54026212.12,48738590.62,39857868.1,36343709.07,27422113.6,28697705.16,27200914.46,25444393.49,35651125.21,32632524.97
PC(40:8)+HCOO,8858956.222,11112253.62,10565125.6,8397717.322,12140568.37,11961497.37,11556046.29,9603427.211,6207652.484,4133047.394,4105748.625,6568686.629,4487722.467,2845292.181,6090491.778,4834191.296
PC(40:8)+H,139654589.8,145732130.1,153268083.2,164616048.8,149858681.9,190662904.7,140101369.6,159079761.5,84828680.47,77651739.29,75217531.27,81483524.23,76946725.49,57606556.45,83068836.56,74543534.47
PC(40:8e)+H,14133579.88,17612261.65,16690797.16,16999410.24,17448226.52,20259875.77,14145044.46,16447595.9,9153609.291,7891609.27,9664904.013,9773156.039,10837681.2,3231525.672,7235747.834,9552985.182
PC(40:9)+H,24045769.45,26594157.6,26585665.1,25083215.93,26396071.31,23692498.47,24381507.38,28074070.61,20506635.84,20728485.71,17752177.78,16761253.97,22341834.73,16434882.16,25418244.71,21076338.2
PC(41:6)+H,10362055.22,21643696.24,15409108.24,15899423.56,15576088.03,17915948.62,17247193.01,16665606.39,5873875.355,7571536.5,9751739.453,8585319.199,1752414.679,2203171.7,4456596.284,0
PC(42:10)+HCOO,2909478.559,3577314.135,3594184.096,4485611.478,4559660.844,5419949.684,3802280.536,4061166.534,1489362.219,1462271.647,2567055.705,1964148.003,964684.969,1668126.899,1095508.773,1138873.034
PC(42:10)+H,57124428.51,57778171.96,53355710.12,54739662.28,64045285.26,67739087.68,58907073.56,59526363.82,36457036.03,31863198.79,30908358.31,32490528,24114308.1,20540707.5,31166855.19,27401461.56
PC(42:2)+H,27519239.24,31799441.72,22553566.35,24803598.72,30884508.98,24464943.53,22160004.63,22587468.24,23140926.35,10234499.37,12768512.5,7444610.399,28811734.43,42223397.03,36201488.41,26804854.98
PC(42:7)+H,25330940.75,33066281.63,21723529.08,26243434.45,31240599.91,28090315.86,33388190.36,25085571.93,11622626.33,12401229.75,11076194.2,12408898.13,14533216.15,12062277.78,18283818.51,22242729.82
PC(42:8)+HCOO,1436746.627,986763.7374,1192524.813,2395722.04,2210320.326,1535402.153,2786362.198,1117168.556,472100.747,869799.8307,313428.8196,0,733693.048,369154.803,960331.203,474430.44
PC(42:8)+H,27820145.86,34202114.04,39558967.92,36230219.19,34196973.53,45665440.07,35895862.5,37165115.68,16297297.21,22493446.54,15512113.35,17418423.69,21180180.8,16999409.72,26683131.55,30052208.48
PC(42:9)+H,771272.9025,3987589.832,1008925.767,48548.1645,5583444.485,4998659.869,2768299.721,353722.8006,2264917.912,978079.5027,227198.301,619732.7361,764884.6278,5919777.75,2918453.595,5607012.057
PC(42:9)+H,13176632.52,11305877.85,12673796.4,13002210.5,14727074.18,15942835.81,10602358.16,12088127.43,10417656.76,7343871.84,8354163.684,5970576.606,7140875.828,4173992.004,9712040.791,8440004.83
PE(18:0e)+H,31034075.63,43667105.18,40588384.92,48943961.85,38404130.75,39179969.59,32705477.29,29546322.24,22077971.81,18440322.26,16143771.61,15814163.5,13560368.2,16782418.4,18431950.03,21483675.29
PE(20:4e)+H,25453591.03,31615178.88,26933610.64,31358362.15,45261847.78,42136210.01,42188644.31,43180582.06,45914474.94,32918480.45,40632966.63,36317044.3,28145474.61,26478411.6,36524812.06,34470669.53
PE(28:3e)+(CH3CH2)3NH,25439365.56,38553637.19,18289840.46,19622808.81,31770220.83,28318989.7,16472856.69,16795815.01,9916122.565,2269083.179,1713215.111,1471256.832,18636375.5,34315621.48,28995912.75,17421134.15
PE(28:4e)+(CH3CH2)3NH,10747305.88,36381787.15,15336394.87,14273168.27,28695620.53,27934684.23,10482302.96,10361236.49,1496055.834,2606898.579,5038733.409,0,8331414.533,22422515.53,20622252.46,13487094.16
PE(30:2e)+(CH3CH2)3NH,40978080.28,51331371.84,28573721.42,29027239.19,45423364.04,42867004.3,34639625.35,38437839.15,20316038.77,25755229.41,22421604.69,18540929.41,41665297.14,50280230.89,44982944.84,33738475.29
PE(30:3e)+(CH3CH2)3NH,39053814.41,64446686.08,29837060.43,32619334.2,49207702.75,51129763.8,28181698.39,29029404.73,12709404.56,15025727.13,11697640.23,5865035.285,44012700.01,57723318.34,46258603.13,38141668.03
PE(30:4e)+(CH3CH2)3NH,31742711.42,55669191.01,31548016.23,25758560.79,50799193.12,55545254.86,22296212.88,23568216.12,9876507.13,4785763.501,8380361.604,6916243.885,27686219.04,61550318.11,62434721.63,22859740.38
PE(32:3e)+(CH3CH2)3NH,52189080.42,67489592.36,41445166.35,43175504.01,60490159.74,52735071.3,42363744.41,38326343.38,31965889.46,23282199.38,27979088.12,18388806.43,54262404.39,70909352.41,60560668.47,44667337.15
PE(32:4e)+(CH3CH2)3NH,43880144.99,81279203.02,36535639.79,40729627.3,69137439.48,59018230.88,44170398.01,35452923.28,15108886.23,14643194.11,19493192.18,9477092.069,52955387.43,74002303.49,70900156.63,42387744.42
PE(34:2)-H,2661929.985,4657258.171,2885427.941,3482033.96,4589434.375,4174148.897,3063909.418,3702846.369,2554684.371,2447691.997,1468738.165,897308.579,7894360.652,6286670.414,5798201.254,4119559.995
PE(34:2e)+(CH3CH2)3NH,36607507.84,37910878.69,27695896.23,26444501.14,39968063.68,38027777.72,35454278,32547766.41,19792573.07,17959367.08,17329507.15,13262957.24,30177739.41,40392222.95,40915872.15,21961410.31
PE(36:2)-H,4709868.541,7053192.988,7208345.681,6996854.884,9576405.09,5764392.378,4519911.997,4007289.477,3798053.227,2613382.754,2805045.05,3481097.382,8245897.842,12245915.09,8569368.492,8105197.84
PE(36:2e)+(CH3CH2)3NH,21988371.85,28091202.52,14391543.97,8049789.232,32603102.8,27142081.09,18058853.07,17733325.22,21493539.65,15277767.4,15878859.84,9380026.961,30338556.82,38314125.52,29658936.93,19527002.1
PE(36:3)-H,1184790.989,1847253.393,1254818.8,2414206.503,1699085.106,1786860.236,1832728.019,1019431.439,2385864.711,1838208.368,1382870.884,542686.201,5149487.044,4579359.089,2608566.401,3085379.4
PE(36:3e)+(CH3CH2)3NH,47953950.69,54232722.35,40200249.41,43257494.39,49469083.43,57155096.02,41940084.71,44035324.61,28841711.03,25429140.93,35100310.85,23100793.2,48212905.67,60400978.8,62822388.35,47357865.81
PE(36:4)-H,5979096.515,8983099.404,7160266.234,6990808.04,5787129.351,6344822.879,3962103.475,3553903.835,4050086.804,4284306.629,4050871.056,3995986.207,3129810.669,5447312.394,4177981.569,4581738.479
PE(36:4)+H,16166374.06,17978040.4,16205939.85,10606375.27,15700216.1,8182742.926,8748804.041,13733999.87,4645509.372,5610992.653,8767626.66,7335555.781,9149176.986,10682981.23,3890856.509,6725827.491
PE(36:4e)-H,2041717.623,2798101.7,1980678.328,2105467.46,1534205.531,1277913.322,2255199.019,3283452.55,0,423115.881,0.939,392415.814,398510.857,0,1.048,380141.278
PE(36:4e)+(CH3CH2)3NH,50816386.84,75579815.57,52913934.69,50706272.48,71293645.46,63328261.93,56499369.5,48419697.61,43962227.53,31368087.89,28234323.31,23427954.32,63506105.04,88634902.47,83191088.12,59927325.92
PE(36:4p)+H,44118888.32,61050464.06,48990340.02,50001772.18,60836859.01,47776542.34,46014588.1,47757936.42,24053986.13,21508151.5,22288258.22,26053361.75,17602808.15,15590766.56,24826696.1,23379629.2
PE(36:5e)-H,22876974.62,26161457.16,27056083.19,24250161.9,26666715.53,27220346.95,25924254.59,22839667.22,11961473.64,11024031.48,11724096.55,12933660.56,9575998.026,9228795.811,10727747.2,10940731.29
PE(36:5e)+(CH3CH2)3NH,25935234.4,41605103.35,21457491.18,24199777.1,33367421.36,27056123.81,18586512.11,19301411.38,8668698.807,12127841.74,9815010.928,5566072.672,21872008.11,45086692.67,41650028.59,24256411.64
PE(38:2e)+(CH3CH2)3NH,16299690.06,23221959.74,12820563.08,5462742.722,23884399.69,15419460.95,11666559.27,13133866.06,6736496.362,10512527.85,8576706.284,6246361.47,26480908.21,24847367.88,15801420.21,14371807.89
PE(38:4)-H,16116101.47,25285032.32,17148691.69,17831767.66,16674644.27,17841573.34,10164580.56,9962630.485,12976245.03,12364801.31,10519580.26,11835340.71,10058052.88,13145389.76,11305995.18,10259001.93
PE(38:4)+H,26917135.82,48084709.13,38405738.43,37607690.14,31003869.94,31552889.29,19012634.92,21961586.5,22871450.17,29248926.53,23513647.01,22439550.83,20324836.72,28104027.79,24529188.01,21362031.16
PE(38:4e)-H,2354480.666,5497125.747,3910318.634,2143276.312,1735488.574,1912760.642,2457537.789,2345528.091,409977.549,702569.865,794075.3232,689890.827,845996.154,926429.746,1148660.47,682720.7151
PE(38:4p)+H,14758266.29,22199994.84,18209812.09,17094358.8,13101967.4,13661128.82,20255378.24,15479319.57,6260649.511,8524918.237,7154582.929,7798673.077,8866884.02,7055968.3,5961594.525,7624895.086
PE(38:5e)-H,442239.933,145564.5843,2451004.357,3759470.891,3070614.759,6202705.383,6511507.014,7290118.877,0,0,191416.071,342356.386,406900.867,415677.562,0,301007.2974
PE(38:5e)-H,10385671.04,10657149.82,11519080.01,10774837.13,9588759.647,9181579.302,10321071.77,10756504.15,5570257.712,3896578.76,4765098.043,4932155.026,3988406.579,5189420.12,5230999.829,5108984.431
PE(38:5e)+H,14741021.78,22187150.64,18211798.25,17091874.35,13100442.7,13672530.74,19591328.1,15489049.02,6270907.889,9636821.037,7152485.915,7805324.476,8871974.935,7059360.175,5949690.156,8330274.291
PE(38:5p)+H,20678402.02,38090249.89,33318805.97,33966574.52,44313072.33,33256280.8,25322271.7,42097788.76,8794387.1,5894521.416,10536276.96,9878325.671,17008767.61,2201996.879,1716136.414,8521748.96
PE(38:6)-H,7831259.706,10166517.78,10370821.75,9176258.515,9193614.366,10815302.62,5962180.054,6984497.079,4431082.166,6468558.142,4668664.562,4357981.219,5673650.357,6146864.871,6673773.653,7263448.998
PE(38:6)+H,20033281.56,25638209.62,31081557.76,28001709.49,21772142.62,22511813.34,12901654.49,10827556.56,12120521.08,12468492.43,9753947.115,18396720.58,15729628.91,20360056.79,17924241.81,17369313.39
PE(38:6e)-H,17644700.84,16596706.36,13879064.45,2782405.791,10672960.19,11964805.21,19156512.18,14012372.19,6651515.468,5945727.739,6220138.021,7126529.677,506536.7679,6904535.645,8591157.814,1635969.809
PE(38:6p)+H,59719350.08,66487492.23,59056465.03,56935000.55,70778032.54,70207946.83,70589259.03,66210617.38,32462991.48,24604982.37,29514961.53,35076585.89,36891408.94,27747933.27,40708425.51,33127535.26
PE(38:7e)-H,23714853.77,27096742.2,26647011.69,29736569.13,26912848.91,30545237,29433957.56,28407166.69,16357048.57,15375254.81,16790706.01,16359811.21,18748738.04,11996803.69,20433897.96,17637127.55
PE(40:4e)-H,3878437.031,3478927.631,2491034.092,1930687.497,1274787.185,1084173.882,434327.239,956746.964,422416.89,768000.146,925200.038,1200009.305,0,475679.373,1217768.519,819228.648
PE(40:5e)-H,1405245.251,3623063.15,2852142.566,2078543.181,1897644.88,1993435.122,882742.489,1804496.533,516706.767,0,570004.077,1324182.192,395812.911,425769.138,521536.605,1235763.83
PE(40:6)+H,8307616.411,22904376.46,17937378.41,15643453.87,20077033.49,17843429.46,8042947.191,11234096.38,7846245.651,6988167.855,8152094.111,7850397.386,6092295.399,12295762,9264257.763,9964443.005
PE(40:6)-H,6743157.104,9322392.49,7418544.441,8403186.698,8668391.955,9066756.87,5283642.315,5471744.907,3294322.18,4391336.886,2838987.134,2774874.898,3091295.737,4876556.845,3498203.019,4883538.14
PE(40:6e)-H,1112658.544,1463998.559,2113414.464,1615002.586,1692998.717,2237506.38,1117247.412,1865845.55,0,0,0,0,0,0,0,0
PE(40:6e)-H,4961167.192,5632288.339,4878125.546,4773722.637,1825847.419,2093847.884,2994230.175,3247914.084,1095101.075,944193.818,1232539.614,517995.082,906596.764,1434781.458,2130517.237,2823733.856
PE(40:6p)+H,16830017.33,19123957.59,21277435.52,18051891.59,15971554.1,18315582.47,14179285.48,14290182.94,12171706.76,10631115.59,12149778.87,8491851.338,10813756.08,5758508.209,10080626.1,10539757.28
PE(40:7e)-H,7158613.454,7099713.051,6955646.679,7798811.45,5575733.202,4973885.283,4606007.683,6584107.2,1498470.706,1832892.063,1211892.824,1415120.481,4173343.583,2048085.309,3453823.324,2608742.146
PE(40:7e)-H,9242883.955,12006045.21,11680381.36,9421043.627,9486762.092,9574230.43,8743405.473,10633977.3,4947556.33,4902361.812,5427899.19,6455542.422,6992385.559,4521644.712,5058594.262,6666486.749
PE(40:7p)+H,23568148.24,28736086.78,29659263.83,29492083.57,27377041.45,30166087.59,26102825.62,25839431.16,16384673.51,13350334.81,19695959.49,17017043.24,13227625.46,10411669.56,13703325.11,15028781.18
PE(40:8e)-H,12047030.32,11189948.5,13377213.54,12034255.75,12227673.01,12814200.86,11087805.79,9893173.176,9981671.83,7770704.229,8963939.264,9040083.664,6343133.724,4144792.841,5659870.347,6331262.316
PE(42:7e)-H,0,812881.368,0,706880.5701,882.325,10015.616,0,554121.674,0,0,0,6534.756,0,0,0,0
PG(10:0)+(CH3CH2)3NH,744957.9342,15141694.44,14915660.82,2058498.872,3442066.503,1251915.942,6948301.715,3076211.121,4088863.246,2300028.307,3107534.009,17525614.46,3993452.147,3036673.236,2189675.305,7131278.181
PG(10:0)+(CH3CH2)3NH,15097045.53,1484035.025,16159305.67,7058688.993,36251145.12,5657239.214,918787.602,2079199.158,3316222.364,36909456.48,1807964.983,986083.5339,7633066.319,4306904.721,5304531.392,5508196.802
PG(14:2)+H,947692.3179,1471897.835,2485987.194,3618801.819,1190949.778,338440.9239,221900.04,5726025.681,3353603.026,1679966.633,2067684.068,3083688.322,7103993.623,3346372.104,180712.143,1209945.991
PG(15:2)+H,3198100.232,31687742.59,29892734.9,2238097.041,3236031.257,104334025.2,3574033.996,56183929.16,2232996.803,2163077.092,127170756.4,74045858.85,160125977.4,4847414.595,17499538.1,13592791.09
PG(15:3)+H,2912846.954,2152996.109,2294469.311,821313.9852,5541078.63,7888921.853,4259361.995,572973.8577,3549455.127,6256110.009,2575847.996,5622254.591,2876679.714,7360825.025,6546999.143,545098.458
PG(16:2)+H,3270623.942,6522776.527,2599237.393,1444988.517,7611082.385,5453315.095,4881871.068,4982663.336,4983256.204,7288132.121,7116744.049,1862049.976,4740826.548,1604314.803,8731321.054,7254685.863
PG(16:2)+H,11447365.43,11894957.76,6336020.75,3154818.607,27219562.81,2223636.946,3818985.064,1856594.677,79687488.45,10933233.37,46298849.18,88761929.35,28759135.64,34383076.22,2478845.828,27146857.15
PI(10:0)+H,32457634.1,13553122.99,18201197.45,7168804.543,11720595.94,27726784.84,24155738.03,22511268.62,46436821.37,126215363,14869397.17,25079201.73,14769152.29,33957335.78,30976020.96,19293237.54
PI(12:0)+H,3445845.958,821293.6335,1179097.843,1165031.536,3332621.009,4133879.727,2669983.013,2861366.363,1253613.983,3002064.291,1074634.915,1409646.344,10259061.6,1444546.241,3405482.113,1359324.142
PI(12:0)+H,1955032.2,4592071.992,2157504.923,1228237.565,3689020.448,4869459.52,8441849.676,2258767.761,3227195.143,17253116.72,8641337.186,385484.718,3992173.454,5898886.238,10953290.12,2099808.199
PI(34:2)-H,4832915.816,5695094.433,5357845.749,5703178.854,7964321.12,7365806.836,6243257.953,6436593.614,4703296.198,2206033.025,2338927.535,4386536.065,4089196.472,5034408.709,5890434.924,6528687.179
PI(36:2)-H,6987482.75,5995399.066,6140068.516,5633760.241,8788047.95,9722570.946,7618645.939,8677269.655,3619311.872,2076779.463,4467844.43,3601098.735,6388900.412,6783826.435,8131391.163,6135645.153
PI(36:3)-H,5988163.901,7406261.111,7219306.519,7489507.605,9520909.653,11617085.88,9684893.002,8328706.929,5146039.083,3806209.677,4843739.265,5030746.379,5819090.607,7570733.282,8230428.262,8811772.871
PI(36:3)+NH4,8322242.639,6760788.629,5963547.412,9744186.655,8025593.442,8217172.196,11569424.09,9912179.849,3319490.174,5024202.226,5681716.444,4327949.294,3812475.164,4658915.628,5370916.885,6724349.489
PI(36:4)-H,35865995.71,45668393.09,47963175.22,52617728.01,54070761.34,51700327.53,48014970.51,57467897.79,46944864.8,41254847.65,48751436.14,35620127.85,75118612,33271721.09,50910225.37,36608127.66
PI(36:4)+NH4,35588002.03,44447596.03,45577009.44,43222151.85,42003010.35,49541719.15,40773262.15,49152325.52,34183265.18,34280114.87,31901453.82,32799791.18,27840669,27386936.71,34313802.06,31742031.3
PI(37:3+6O)-H,4592839.959,4970585.541,4587767.124,4612582.333,4541248.554,4763748.34,5396578.911,5390231.047,2874542.177,2434242.624,2430067.74,2537579.636,2541916.097,2216582.98,4130022.477,3655240.025
PI(38:3)-H,13452812.51,14198198.38,16703723.34,16723257.41,17849997.39,21279635.92,18879468.46,20421420.81,12678783.78,7948027.342,9388179.905,10395427.66,12513283.93,13779947.75,14208478.07,15426827.32
PI(38:3)+NH4,14444654.33,18956222.39,18123106.02,11364102.61,15269069.08,20053480.42,19318104.77,21573937.02,9303126.303,6796788.399,6052693.962,11725600.63,15372442.14,13353666.3,13509956.4,12973964.04
PI(38:4)-H,165791855.7,214011280,195004674.4,232701696.1,220192958.5,203992237.8,210688559.8,230572944.6,174964269.6,140544505.6,155650714.3,130551994.4,238255429.2,120409875.3,167800380.7,132279038.7
PI(38:4)+NH4,170263433.4,208806631.7,214728224.3,199120788,206837385.8,219478810.6,206063725.5,223647866.1,142686821.9,153792172.7,147539124.2,144115564.7,133424922.3,128710475.1,140844250.5,148265717.1
PI(38:5)-H,12095867.52,14421697.3,13652982.29,15632154.4,17063201.14,14244532.81,15442247.42,15723284.1,10050578.52,11259069.24,12404249.5,9616500.554,14783723.52,7321847.98,10824632.72,10701131.09
PI(38:5)+NH4,9731765.238,13996537.01,13379867.3,10138680.04,10047140.3,16970616.82,14392018.57,13836524.32,8204029.662,3615439.515,9578210.314,9377248.566,7220975.936,4506354.406,9047171.448,8078042.454
PI(38:6)-H,11621745.77,12605891.19,12615865.55,12999855.11,16284146.53,17148282.05,14462464.99,12281032.84,11572507.57,9464265.934,9473600.533,10277776.21,13100222.55,11553262.48,10854135.3,13683625.42
PI(38:6)+NH4,10926685.82,15756266.47,12505437.88,13072571.88,13036302.67,17677269.47,15223740.38,13561857.04,9222515.275,7517887.915,10532155.76,11601573.92,9013710.376,14213544.52,14254583.32,14244005.89
PI(38:7+5O)-H,1864842.798,1381488.953,2143391.302,2246851.283,1359558.725,1787999.931,2690182.388,2268029.797,2218631.969,2292291.733,601995.144,1207015.962,864288.285,1386074.296,1488596.142,2137938.344
PI(40:4)-H,2266447.306,2504850.611,2221057.765,2265956.23,1796091.352,2143891.482,1714367.516,2296855.136,0,970174.728,900095.69,0,1034619.762,949062.555,816540.409,0
PI(40:5)-H,4675367.034,4868721.181,3227825.254,4177412.625,6684408.734,5055702.201,4719068.214,4677459.145,1931060.465,1230828.539,2732077.643,1744770.376,3788370.97,2072140.69,1412520.876,1848127.339
PI(40:6)-H,7725031.757,9368992.798,9876296.965,9314725.461,10278270.62,8304123.471,9763141.19,10050303.82,6753823.032,5717290.705,5516485.592,6380801.1,6050300.05,7544372.684,7025236.203,7364789.783
PI(43:0)+H,22260580.62,19959297.46,32668540.14,21222108.51,45629970.86,32672740.64,43693502.31,34115397.63,4992176.777,11363218.29,7236918.005,3982354.89,14974898.95,9100584.365,23380774.55,20363330.04
PI(44:2)+NH4,10631123.19,8561859.648,11313756.53,12596127.46,27659061.39,24693129.77,24522491.3,19889744.59,2189925.227,7064511.697,8144285.741,8142073.477,9812604.779,1812945.869,4281013.805,9354259.043
PI(45:3)+H,8974589.823,17460337.8,16684252.4,15934151.56,21266234.81,21761706.01,18164161.51,16246959.48,2688223.792,3682828.515,4396735.02,4286993.222,6440363.202,4748121.417,9855073.293,13234778.36
PI(47:4)+H,18377887.74,22129201.63,21611460.07,28885796.86,27771784.1,31129211.38,25941866.8,30127799.03,6436989.773,8339666.829,9887159.551,9714973.747,27499683.18,8912995.243,30937332.1,25973078.23
PIP(28:4e)+NH4,2247645.19,6516402.356,9873051.599,25803450.42,9661693.431,7368007.268,9813783.571,13192413.27,24966233.28,10272924.55,27089796.43,13948498.71,32819084.32,13722186.37,21960958.47,12729902.51
PIP(36:4e)+H,16586835.07,18238117.58,13939746.88,12674773.23,17006994.85,20505349.54,15335816.73,15158779.66,12211622.04,10655076.68,14292787.34,11549126.19,7743986.686,10016626.64,9692539.262,11532179.37
PIP(37:3+O)-H,5581123.853,6150587.264,5634227.315,5772099.314,5446096.355,5994336.711,6694051.775,6470308.22,3643066.337,2934135.741,3369494.486,3081698.596,3250213.032,2687118.119,5365734.799,4510179.357
PS(29:0e)+H,15819399.34,25562668.2,26534447.73,16624334,11427877.39,28552445.77,15931630.6,28634279.44,25665177.67,33225611.33,38994123.26,11924628.52,7826692.665,24324145.52,14410618.95,30422661.99
PS(30:7)+(CH3CH2)3NH,7594561.253,14641421.71,21772830.63,63218764.61,22377374.4,24004111.81,24020977.17,32342871.72,56577141.39,30514303.24,49850904.37,33008173.83,61717161.76,39996797.19,44884549.9,33843687.56
PS(38:4e)-H,4047140.333,4343257.878,4703518.774,5025117.593,5101254.924,4728471.765,4977813.158,4805871.701,3279275.134,2918400.782,2937565.371,4323246.219,2699325.076,3536945.857,3753305.343,3877125.4
SM(d28:1)+H,17245528.18,20744979.84,28541898.81,25654957.39,49826319.9,50669864.85,48066512.55,52853073.49,4381451.668,4727289.427,2926205.612,7887900.204,8634440.697,3344215.388,9029587.999,7272087.802
SM(d28:1)+HCOO,3941696.195,3463843.73,5741575.416,3926730.443,8313331.259,9239829.634,9342278.309,8700150.426,0,438767.15,359109.673,1131310.388,867333.246,0,1204473.176,468020.006
SM(d30:1)+H,12266755.33,14042943.16,13353075.39,13887847.3,15952165.49,15004921.58,16823944.65,16942463.05,2506349.711,1434077.862,3943612.735,2908841.478,3093123.028,5028113.144,5448974.814,2816995.515
SM(d30:1)+HCOO,1434272.407,1594971.92,1589246.614,2126789.713,2504196.633,2603438.753,1640875.293,2222023.27,365624.108,292800.596,0,0,0,0,340251.995,0
SM(d32:1)+H,46106243.93,55983147.87,64466338.67,61746422.78,58137872.7,80605530.55,61005614.65,71704461.19,26468602.95,24152240.24,24836097.53,25304195.14,24081866.43,25018445.34,31536201.25,26902381.24
SM(d32:1)+HCOO,5986327.254,8105693.328,9180001.833,8819653.423,9688117.5,12014581.18,10267123.65,8724284.048,4036721.121,4694943.31,3915848.441,3576219.858,3818137.753,3571249.715,3741059.364,4114469.587
SM(d32:2)+H,5756616.99,9766349.818,7415640.405,7563317.642,8010442.462,7226775.503,8341872.644,7725016.534,1121882.007,1185087.754,2981107.334,1154779.958,1312626.53,1058230.341,2837588.082,2724924.58
SM(d33:1)+H,17605535.69,18613652.84,19607199.96,20575573.11,16824497.86,14139734.49,15709421.78,17131515.85,11966897.41,9018277.559,9201245.776,10204990.31,11075409.65,12227942.58,10315014.85,12056644.52
SM(d33:1)+HCOO,1987608.085,2631649.721,2659118.985,2443492.684,1968021.95,2371383.955,1450205.887,1920330.993,437347.689,718432.967,952619.853,912656.289,0,966129.616,608902.193,1331548.271
SM(d34:0)+H,13497295.62,16832665,24361816.61,20019198.17,25847301.24,25077163.04,24360152.12,21051862.29,10016823.63,12366644.26,9363665.306,9137019.981,17152478.04,10819314.42,14135816.78,9891238.15
SM(d34:0)+HCOO,1891967.418,1830310.056,893710.866,2938559.793,3431787.014,2685066.195,3241813.6,4087992.658,1355442.238,1831485.388,1918093.441,527036.01,0,3065903.437,1572066.694,563845.695
SM(d34:1)+H,796375843,851982177.4,851285574.1,862645423.7,833678261.7,943232518.9,913954974.6,861607105.9,782091419,797022533.8,736045470.5,729224154.6,777112043.1,739715094.8,822002869.3,783942645.3
SM(d34:1)+HCOO,59597418.75,74191404.31,78764442.45,80577188.01,73488987.49,81399903.89,72777608.76,78004532.06,59003806.08,58916096.46,55005203.36,62732620.69,52918995.54,50434057.16,59295499.04,61646211.42
SM(d34:2)+H,91949699.56,121709582.2,129307581.2,140179441.1,133889928.6,126209032.4,113399651.7,114860212.5,65221146.41,80148497.09,70491567.96,80648145.17,80981314.91,74889642.82,85195618.68,86736816.58
SM(d34:2)+HCOO,14053501.36,16726100.79,18658834.43,17000827.75,17178571.36,15974242.73,18001693.19,16709336.44,9685101.171,9664957.972,7843385.303,9562038.563,10964320.78,8669774.603,11270969.27,11218361.38
SM(d36:1)+H,36757216.6,51307397.11,47073442.8,46807532.89,35207654.1,35533223.92,34124712.72,37867074.91,34835069.39,42715415.71,37953229.71,39883880.53,33789806.58,36137281.77,43811813.76,37082264.83
SM(d36:1)+HCOO,5224794.388,8962394.096,6623655.308,5421646.523,5761082.308,6112189.212,5310228.88,5125073.768,5304566.009,4905279.965,4642461.205,4554860.108,4884283.298,4931371.78,4346384.291,5513531.972
SM(d36:2)+H,22300272.26,29069679.45,33734942.88,20817554.88,25834803.17,26463538.49,24721417.3,23599705.31,20207934.05,27155822.73,19115104.75,19380812.51,18332992.13,19214141.28,22469190.37,21107457.28
SM(d36:2)+HCOO,2004097.831,2647664.442,3253105.822,2795666.998,1742472.966,2336739.193,2372814.03,3115514.182,1636563.015,1724128.373,963302.236,1450785.489,1753289.624,1459903.207,2008738.176,1137195.895
SM(d40:1)+H,15723222.89,20838139.86,18257687.87,22442514.18,18081450.3,24376790.42,19445577.27,16800052.96,12988758.36,18791320.1,13410474.49,16684719.81,13606622.43,16740020.56,17272667.2,15501050
